MB02a 3rd Location
   0.9999919      0.9194503E-04
   0.9920022     -0.2702838E-03
   0.9800383     -0.4479663E-03
   0.9669582     -0.3086396E-03
   0.9534299      0.6704526E-04
   0.9397720      0.6325216E-03
   0.9260294      0.1346149E-02
   0.9122554      0.2190920E-02
   0.8984308      0.3146721E-02
   0.8845922      0.4195373E-02
   0.8707719      0.5334189E-02
   0.8569437      0.6569963E-02
   0.8430664      0.7886797E-02
   0.8291841      0.9265580E-02
   0.8153047      0.1070749E-01
   0.8014013      0.1220623E-01
   0.7875043      0.1375151E-01
   0.7736178      0.1534790E-01
   0.7597232      0.1699366E-01
   0.7458144      0.1868621E-01
   0.7318634      0.2041024E-01
   0.7179223      0.2215325E-01
   0.7039698      0.2392011E-01
   0.6899910      0.2569937E-01
   0.6760312      0.2747615E-01
   0.6620930      0.2923147E-01
   0.6481323      0.3096794E-01
   0.6341690      0.3269401E-01
   0.6202382      0.3439332E-01
   0.6063040      0.3606172E-01
   0.5923622      0.3770451E-01
   0.5784360      0.3931557E-01
   0.5645083      0.4088916E-01
   0.5505725      0.4242970E-01
   0.5366437      0.4393239E-01
   0.5227033      0.4539819E-01
   0.5087599      0.4683093E-01
   0.4948516      0.4821716E-01
   0.4809255      0.4955598E-01
   0.4670414      0.5087608E-01
   0.4532690      0.5209980E-01
   0.4394392      0.5322301E-01
   0.4255750      0.5426498E-01
   0.4117043      0.5522729E-01
   0.3978261      0.5611136E-01
   0.3839529      0.5691325E-01
   0.3700743      0.5763249E-01
   0.3562000      0.5826721E-01
   0.3423298      0.5881388E-01
   0.3284633      0.5927017E-01
   0.3146084      0.5963191E-01
   0.3007708      0.5989221E-01
   0.2869521      0.6004278E-01
   0.2731453      0.6007743E-01
   0.2593527      0.5999204E-01
   0.2455857      0.5977930E-01
   0.2318426      0.5942993E-01
   0.2181216      0.5893752E-01
   0.2044353      0.5829377E-01
   0.1907818      0.5748887E-01
   0.1771732      0.5651344E-01
   0.1636172      0.5535428E-01
   0.1501161      0.5399880E-01
   0.1366908      0.5243355E-01
   0.1233542      0.5064004E-01
   0.1101285      0.4859838E-01
   0.9703980E-01  0.4628582E-01
   0.8414908E-01  0.4367646E-01
   0.7152387E-01  0.4073121E-01
   0.5924530E-01  0.3740369E-01
   0.4741514E-01  0.3365012E-01
   0.3627027E-01  0.2946001E-01
   0.2616037E-01  0.2485025E-01
   0.1748745E-01  0.1999964E-01
   0.1094892E-01  0.1547110E-01
   0.6618589E-02  0.1164771E-01
   0.3889227E-02  0.8459098E-02
   0.2043452E-02  0.5909384E-02
   0.8656012E-03  0.3865549E-02
   0.3366139E-03  0.2016965E-02
   0.1697683E-05  0.4417457E-03
   0.1357164E-03 -0.1048318E-02
   0.9676701E-03 -0.2451516E-02
   0.2397914E-02 -0.3696724E-02
   0.4150982E-02 -0.5130723E-02
   0.6697084E-02 -0.6434374E-02
   0.1035932E-01 -0.7965218E-02
   0.1550731E-01 -0.1020972E-01
   0.2323909E-01 -0.1278346E-01
   0.3387212E-01 -0.1555277E-01
   0.4602419E-01 -0.1819239E-01
   0.5875491E-01 -0.2051514E-01
   0.7173744E-01 -0.2249602E-01
   0.8492857E-01 -0.2417024E-01
   0.9827498E-01 -0.2558048E-01
   0.1117262     -0.2675298E-01
   0.1252896     -0.2771932E-01
   0.1389389     -0.2850879E-01
   0.1526632     -0.2914633E-01
   0.1664444     -0.2965340E-01
   0.1802669     -0.3004588E-01
   0.1941215     -0.3033496E-01
   0.2080154     -0.3053406E-01
   0.2219353     -0.3065530E-01
   0.2358818     -0.3070830E-01
   0.2498460     -0.3070221E-01
   0.2638184     -0.3064110E-01
   0.2778088     -0.3053026E-01
   0.2918058     -0.3037493E-01
   0.3058191     -0.3017914E-01
   0.3198416     -0.2994964E-01
   0.3338590     -0.2968629E-01
   0.3478955     -0.2939141E-01
   0.3619327     -0.2907097E-01
   0.3759820     -0.2872594E-01
   0.3900364     -0.2836145E-01
   0.4040982     -0.2797905E-01
   0.4181685     -0.2758306E-01
   0.4322363     -0.2717499E-01
   0.4463045     -0.2675341E-01
   0.4603844     -0.2632138E-01
   0.4744546     -0.2588108E-01
   0.4885241     -0.2542777E-01
   0.5025997     -0.2496403E-01
   0.5166783     -0.2449193E-01
   0.5307504     -0.2401146E-01
   0.5448236     -0.2351986E-01
   0.5589049     -0.2302016E-01
   0.5729834     -0.2251428E-01
   0.5870619     -0.2200057E-01
   0.6011376     -0.2147976E-01
   0.6152107     -0.2094980E-01
   0.6292784     -0.2041027E-01
   0.6433467     -0.1985862E-01
   0.6574197     -0.1929774E-01
   0.6714848     -0.1872773E-01
   0.6855284     -0.1814299E-01
   0.6995685     -0.1753538E-01
   0.7136140     -0.1690850E-01
   0.7276550     -0.1626187E-01
   0.7417111     -0.1559691E-01
   0.7557650     -0.1491971E-01
   0.7698123     -0.1422651E-01
   0.7838622     -0.1351684E-01
   0.7979171     -0.1279260E-01
   0.8119721     -0.1205592E-01
   0.8260268     -0.1130643E-01
   0.8400787     -0.1054413E-01
   0.8541381     -0.9769005E-02
   0.8681887     -0.8984155E-02
   0.8822396     -0.8184476E-02
   0.8962787     -0.7372266E-02
   0.9103167     -0.6540171E-02
   0.9243481     -0.5692515E-02
   0.9383751     -0.4823827E-02
   0.9523410     -0.3934775E-02
   0.9662217     -0.2997947E-02
   0.9796853     -0.2013961E-02
   0.9919719     -0.9523987E-03
    1.000008     -0.9194461E-04
