MB01a2
   0.9999880      0.9922726E-04
   0.9918538     -0.5874772E-03
   0.9799215     -0.1208788E-02
   0.9667885     -0.1543888E-02
   0.9530703     -0.1627752E-02
   0.9391598     -0.1519400E-02
   0.9251463     -0.1261333E-02
   0.9110857     -0.8818308E-03
   0.8969920     -0.3907433E-03
   0.8828763      0.2055388E-03
   0.8687562      0.9120175E-03
   0.8546438      0.1715586E-02
   0.8405315      0.2604543E-02
   0.8263959      0.3577833E-02
   0.8122309      0.4630527E-02
   0.7980508      0.5769234E-02
   0.7838931      0.6994773E-02
   0.7697691      0.8300618E-02
   0.7556724      0.9690799E-02
   0.7415476      0.1115231E-01
   0.7276336      0.1265215E-01
   0.7142109      0.1414949E-01
   0.7018707      0.1557498E-01
   0.6888348      0.1713592E-01
   0.6752658      0.1882475E-01
   0.6612470      0.2062477E-01
   0.6470662      0.2248225E-01
   0.6328925      0.2436530E-01
   0.6187680      0.2626079E-01
   0.6090885      0.2756903E-01
   0.6042553      0.2822490E-01
   0.5998852      0.2881950E-01
   0.5911336      0.3001249E-01
   0.5770519      0.3193268E-01
   0.5629705      0.3383574E-01
   0.5488889      0.3569611E-01
   0.5348102      0.3749154E-01
   0.5207325      0.3922263E-01
   0.5066561      0.4089617E-01
   0.4925759      0.4251968E-01
   0.4784915      0.4409114E-01
   0.4644027      0.4560275E-01
   0.4503101      0.4704374E-01
   0.4362156      0.4841053E-01
   0.4221189      0.4970066E-01
   0.4080223      0.5091511E-01
   0.3939277      0.5205245E-01
   0.3798359      0.5310784E-01
   0.3657477      0.5407798E-01
   0.3516652      0.5496354E-01
   0.3375896      0.5576632E-01
   0.3235219      0.5648490E-01
   0.3094664      0.5710008E-01
   0.2954274      0.5758594E-01
   0.2814080      0.5793316E-01
   0.2674093      0.5815084E-01
   0.2534336      0.5824674E-01
   0.2394814      0.5821062E-01
   0.2255564      0.5802247E-01
   0.2116641      0.5767239E-01
   0.1978079      0.5715135E-01
   0.1839949      0.5644782E-01
   0.1702373      0.5553956E-01
   0.1565425      0.5441122E-01
   0.1429287      0.5305313E-01
   0.1294114      0.5145404E-01
   0.1160125      0.4959361E-01
   0.1027663      0.4746389E-01
   0.8971038E-01  0.4504252E-01
   0.7692980E-01  0.4229214E-01
   0.6449657E-01  0.3916927E-01
   0.5252036E-01  0.3563397E-01
   0.4118077E-01  0.3167534E-01
   0.3082141E-01  0.2733802E-01
   0.2180500E-01  0.2274932E-01
   0.1457311E-01  0.1825767E-01
   0.9371771E-02  0.1428775E-01
   0.5905012E-02  0.1100608E-01
   0.3518675E-02  0.8191808E-02
   0.1901264E-02  0.5760352E-02
   0.8904578E-03  0.3751200E-02
   0.2683823E-03  0.1948048E-02
   0.8567145E-05  0.3272048E-03
   0.1399831E-03 -0.1209956E-02
   0.8366621E-03 -0.2704773E-02
   0.2125855E-02 -0.4040090E-02
   0.3727618E-02 -0.5525078E-02
   0.5790659E-02 -0.7037923E-02
   0.8816446E-02 -0.8529885E-02
   0.1301420E-01 -0.1066183E-01
   0.1869583E-01 -0.1323628E-01
   0.2684799E-01 -0.1609282E-01
   0.3770620E-01 -0.1924798E-01
   0.4979467E-01 -0.2223409E-01
   0.6250723E-01 -0.2491852E-01
   0.7554255E-01 -0.2724669E-01
   0.8882076E-01 -0.2926592E-01
   0.1022700     -0.3100366E-01
   0.1158617     -0.3249690E-01
   0.1295759     -0.3377376E-01
   0.1434006     -0.3486069E-01
   0.1573091     -0.3579256E-01
   0.1712781     -0.3658252E-01
   0.1853016     -0.3724461E-01
   0.1993702     -0.3779884E-01
   0.2134792     -0.3825663E-01
   0.2276254     -0.3862834E-01
   0.2417971     -0.3892139E-01
   0.2559886     -0.3915308E-01
   0.2701989     -0.3932083E-01
   0.2844249     -0.3943298E-01
   0.2986643     -0.3949546E-01
   0.3129167     -0.3951205E-01
   0.3271804     -0.3948581E-01
   0.3414526     -0.3942584E-01
   0.3557334     -0.3932985E-01
   0.3700224     -0.3920444E-01
   0.3843196     -0.3905116E-01
   0.3986258     -0.3888075E-01
   0.4129408     -0.3869700E-01
   0.4272635     -0.3849304E-01
   0.4415911     -0.3826964E-01
   0.4559229     -0.3802843E-01
   0.4702597     -0.3777385E-01
   0.4845998     -0.3749746E-01
   0.4989424     -0.3719170E-01
   0.5132880     -0.3685379E-01
   0.5276365     -0.3647416E-01
   0.5419905     -0.3605018E-01
   0.5563513     -0.3558241E-01
   0.5707090     -0.3507355E-01
   0.5850615     -0.3451185E-01
   0.6004212     -0.3384957E-01
   0.6142627     -0.3318039E-01
   0.6285473     -0.3241963E-01
   0.6428391     -0.3159294E-01
   0.6570873     -0.3071667E-01
   0.6712411     -0.2980588E-01
   0.6851076     -0.2888267E-01
   0.6983408     -0.2797481E-01
   0.7111158     -0.2708073E-01
   0.7245501     -0.2611809E-01
   0.7384524     -0.2510088E-01
   0.7525136     -0.2404972E-01
   0.7667048     -0.2296290E-01
   0.7809379     -0.2184452E-01
   0.7951726     -0.2069636E-01
   0.8094540     -0.1950838E-01
   0.8237491     -0.1829286E-01
   0.8380385     -0.1704610E-01
   0.8523425     -0.1578386E-01
   0.8666501     -0.1450877E-01
   0.8809565     -0.1322486E-01
   0.8952637     -0.1190481E-01
   0.9095582     -0.1054150E-01
   0.9238235     -0.9126492E-02
   0.9380592     -0.7672387E-02
   0.9522365     -0.6172705E-02
   0.9662486     -0.4615466E-02
   0.9796262     -0.3007481E-02
   0.9918386     -0.1357364E-02
    1.000012     -0.9922690E-04
